country_code,year,inflation_percent,exports_percent_gdp,imports_percent_gdp,gdp_current_local,gdp_current_million,gdp_growth_percent
MMR,1984,4.84631154769053,0.0,0.0,1304063253.04136,1304.06325304136,4.9327280261799
MMR,1985,6.80756655768333,0.0,0.0,1478908173.26796,1478.90817326796,2.85100023868532
MMR,1986,9.32546190007652,0.0,0.0,1582873750.32068,1582.8737503206798,-1.05734875697635
MMR,1987,24.7599999999999,0.0,0.0,1562448076.65689,1562.44807665689,-4.00563178606888
MMR,1988,16.0428021801856,0.0,0.0,1541088312.25453,1541.08831225453,-11.3524394768121
MMR,1989,27.1985264490888,0.0,0.0,2013448228.72975,2013.4482287297496,3.69529742267716
MMR,1990,17.6267750314504,0.0,0.0,2115193513.29556,2115.19351329556,2.81693327328911
MMR,1991,32.2720382866416,0.0,0.0,2069832686.98061,2069.83268698061,-0.650616908622624
MMR,1992,21.9132104007913,0.0,0.0,2411552288.76212,2411.55228876212,9.66094245346783
MMR,1993,31.83160687276,0.0,0.0,3163020034.63637,3163.0200346363704,6.03941022663199
MMR,1994,24.0987860757019,0.0,0.0,4432257173.6492,4432.2571736492,7.47795835834528
MMR,1995,25.1947123972847,0.0,0.0,5289174942.53404,5289.17494253404,6.94805143702995
MMR,1996,16.2753966377374,0.0,0.0,6123556716.81329,6123.556716813289,6.44271534713997
MMR,1997,29.6972325791529,0.0,0.0,4722288495.66085,4722.28849566085,5.65158296304853
MMR,1998,51.4875497504079,0.0,0.0,6459461639.30243,6459.46163930243,5.86621315328905
MMR,1999,18.4010433741609,0.0,0.0,8486832800.88498,8486.83280088498,10.9451299817104
MMR,2000,-0.109165514668565,0.0,0.0,8905066163.58643,8905.066163586429,13.7459305561226
MMR,2001,21.101305376923,0.0,0.0,6477790688.22844,6477.790688228441,11.3439970699605
MMR,2002,57.0745112621703,0.0,0.0,6777632512.0781,6777.6325120781,12.0255134340315
MMR,2003,36.5897175323924,0.0,0.0,10467109977.6717,10467.1099776717,13.8439968903798
MMR,2004,4.53421374129692,0.0,0.0,10567354056.4049,10567.3540564049,13.5646616163416
MMR,2005,9.36861814196704,0.0,0.0,11986972418.5103,11986.9724185103,13.5689500216456
MMR,2006,19.9964873359214,0.0,0.0,14502553709.8303,14502.5537098303,13.0761013792372
MMR,2007,35.0245970717698,0.0,0.0,20182477480.5512,20182.4774805512,11.9914352402146
MMR,2008,26.7995371934022,0.0,0.0,31862554101.9378,31862.5541019378,10.2553053929808
MMR,2009,1.47234311385647,0.0,0.0,36906181380.8127,36906.1813808127,10.5500090961932
MMR,2010,7.71838195873614,0.0,0.0,49540813342.4834,49540.8133424834,9.6344394520444
MMR,2011,5.0214601462073,0.0,0.0,59977326085.9908,59977.3260859908,5.59148237823661
MMR,2012,1.46758322674679,0.0,0.0,59937796648.2158,59937.7966482158,7.33267044704149
MMR,2013,5.64303883425501,0.0,0.0,60269732854.827,60269.732854827,8.42600102501767
MMR,2014,4.953299184844,0.0,0.0,65531374199.6742,65531.3741996742,8.1699074556052
MMR,2015,9.45417189526018,0.0,0.0,59607290407.5944,59607.2904075944,6.99284029025125
MMR,2016,6.92882525816076,0.0,0.0,63298361996.2153,63298.3619962153,5.86247291517364
MMR,2017,4.5725365531752,0.0,0.0,66053040483.0016,66053.0404830016,6.13610824360305
MMR,2018,6.87232865662935,0.0,0.0,67860515989.517,67860.51598951699,6.26886221471075
MMR,2019,8.82506696804558,0.0,0.0,75065106227.6892,75065.10622768919,6.57911006765414
MMR,2020,0.0,0.0,0.0,79006113643.1906,79006.11364319059,-9.04834717984643
MMR,2021,0.0,0.0,0.0,66345291160.1683,66345.2911601683,-12.0163724829117
MMR,2022,0.0,0.0,0.0,62253049891.6449,62253.0498916449,4.03749343593624
MMR,2023,0.0,0.0,0.0,66757619000.0,66757.619,0.958446625192025
MNA,1960,0.0,0.0,0.0,18009066976.6514,18009.0669766514,0.0
MNA,1961,0.0,0.0,0.0,18550938512.682,18550.938512682,3.36870916476452
MNA,1962,0.0,0.0,0.0,18760297827.3751,18760.2978273751,2.3115765317791
MNA,1963,0.0,0.0,0.0,20793216375.3557,20793.2163753557,11.6470925584902
MNA,1964,0.0,0.0,0.0,23192293019.5355,23192.2930195355,10.6006639095527
MNA,1965,0.0,20.474317425723,19.51064146328,25544256103.752,25544.256103752,12.5134419693704
MNA,1966,0.0,20.5830693120113,19.9835088397809,27043378657.31,27043.37865731,7.36932281495399
MNA,1967,0.0,20.4442220343716,19.8549969588357,29433260722.0282,29433.2607220282,7.89158998820602
MNA,1968,0.0,18.8871334312284,19.5926146029238,33407486620.753,33407.486620753,13.1676014370928
MNA,1969,0.0,19.7302906336839,20.2766483732998,37425306807.2674,37425.3068072674,11.7844548892303
MNA,1970,4.0592469302555,19.786061789381,21.7613843246623,41754908494.5976,41754.90849459761,8.37624126468609
MNA,1971,3.87562123955683,21.6033576748374,21.9069905491746,47936770332.548,47936.770332548,6.22128641807063
MNA,1972,3.70773884352749,21.3748702360216,21.7035851591121,57282161679.2469,57282.1616792469,13.2524360410031
MNA,1973,7.07186753470658,28.3098303839535,23.0630523924645,76112085342.8563,76112.0853428563,5.28271496975017
MNA,1974,12.1366266449525,41.7028094249841,28.3165194509923,117982629922.861,117982.629922861,7.81068594642352
MNA,1975,9.59343641278391,36.3904893289731,37.7703988158357,134483691861.41,134483.69186141,3.00074772942149
MNA,1976,10.7867791969762,35.0953049821528,31.913366039098,166626716555.512,166626.716555512,16.2521687799933
MNA,1977,12.293142157056,31.7651959873844,34.2752849761191,192559166885.034,192559.166885034,1.46314474765154
MNA,1978,10.3970665660787,27.9293770411518,29.8643967027461,205063195171.096,205063.195171096,-2.83463893156916
MNA,1979,9.90436051231129,33.310808476716,27.1935594133773,257500837171.552,257500.837171552,-1.00510632629451
MNA,1980,11.5845673416485,30.3627324155388,31.7335668275892,312945318386.068,312945.318386068,-4.88678265589647
MNA,1981,11.8461254997948,23.3539649441391,37.3586114923965,300352134295.243,300352.1342952429,-2.69617839025142
MNA,1982,10.3933080764634,23.1740857347939,33.9458858922215,336377114321.744,336377.114321744,11.5982603500408
MNA,1983,6.16761386479387,20.6193209375197,29.0223142359229,373383813583.952,373383.813583952,4.46420099589413
MNA,1984,9.22951819475496,19.0877903219466,25.4111623673864,388806269389.411,388806.269389411,-0.550172686607766
MNA,1985,7.7286389008592,16.9759137441978,23.333393234395,420188995645.192,420188.995645192,3.86319874448191
MNA,1986,15.2596213080579,10.5324711910891,19.1839873092797,453361285409.69,453361.28540969,-2.95090836561491
MNA,1987,7.44126091287247,16.0649358249381,19.5397350141782,391260112269.887,391260.112269887,0.0882197809857672
MNA,1988,6.90509807493766,16.6389661865197,23.8175345550037,373026869184.089,373026.869184089,0.758800414800703
MNA,1989,10.3517892397833,19.1397128008998,26.6024332697501,373035096989.218,373035.096989218,2.44445507661158
MNA,1990,12.3217999847811,16.7489530873918,21.688132437393,518825156518.85,518825.15651885,10.9427176589361
MNA,1991,14.5123316222632,22.4808092931098,32.4230424307437,332722921589.457,332722.92158945696,0.53006526717509
MNA,1992,12.3232992418242,21.9100968496803,30.8123919309983,339259351139.119,339259.351139119,4.45656387367099
MNA,1993,12.6564663913828,25.2145092191436,31.2594112542552,290355959228.722,290355.959228722,1.49716213931355
MNA,1994,11.7413492195778,27.0077711965193,27.7894081093539,307433748179.398,307433.748179398,2.03648069829801
MNA,1995,11.8610941540332,24.9905229079193,27.2389396597144,340259302406.652,340259.302406652,2.5724162102172
MNA,1996,6.84416086199789,24.0108151411494,25.6614441492785,380849300431.517,380849.300431517,6.18073121320973
MNA,1997,3.65202620723071,25.6391611873759,26.5195330900961,400496877681.084,400496.877681084,3.93920236021094
MNA,1998,3.8725754642749,22.3313118274713,27.2227332613948,410727251056.215,410727.251056215,5.96482513410291
MNA,1999,2.6901248581158,26.6546186471609,27.2475069162455,449128387154.882,449128.387154882,4.31614644494583
MNA,2000,2.68380535348546,31.416526052113,27.7413967227752,474549193839.263,474549.193839263,6.02126860672783
MNA,2001,2.12654526904647,27.8799304128581,28.6544495823549,480454322805.497,480454.322805497,2.77383005673903
MNA,2002,2.72913569925394,30.8021566436934,29.8273225058985,463162700952.368,463162.700952368,3.14524614749128
MNA,2003,4.33599308785194,31.3855348326281,31.0930548682325,507826676342.011,507826.67634201096,2.287449031858
MNA,2004,3.79704017606906,34.3933200626279,33.4899864199898,602300019007.892,602300.019007892,7.72734110529451
MNA,2005,3.80046802667731,38.2297455678225,33.3599388190184,705653496746.276,705653.496746276,4.47106815370135
MNA,2006,5.04703296140613,38.9558614304108,30.8306871306887,827626101907.76,827626.10190776,5.27644086102642
MNA,2007,4.32580794732628,38.1366957525457,30.905935079564,1016107721116.75,1016107.72111675,6.01703694314128
MNA,2008,12.310736758289,39.1483662488752,32.9147985800921,1253836434930.42,1253836.43493042,3.71369099676625
MNA,2009,2.92089711805367,30.147906082672,32.3668977232549,1218914511082.54,1218914.51108254,2.55044806314338
MNA,2010,3.95007875923885,31.4185439727643,29.6203178370162,1413492662961.75,1413492.66296175,5.35925920254705
MNA,2011,4.97148571692384,30.0753467128289,26.8778601603492,1657669127927.36,1657669.12792736,-0.938479753963989
MNA,2012,6.08909641595043,29.6178759039469,29.1417913362302,1782876979918.12,1782876.9799181202,3.55167576589143
MNA,2013,4.82101956297399,29.2825735570517,30.3880893823459,1651618242991.43,1651618.24299143,0.454910090975247
MNA,2014,2.89947905006057,26.0132661205621,30.6332313710361,1627891415604.2,1627891.4156042,2.05821705359807
MNA,2015,2.9976391933388,21.5676412781535,29.3890278109857,1461561543238.17,1461561.54323817,0.493359680895537
MNA,2016,3.18390573061568,20.3202112213674,27.0670957392138,1497802787590.82,1497802.78759082,5.40357896129444
MNA,2017,4.81510028934517,24.2456591167671,29.5966191702997,1499230386761.12,1499230.38676112,3.12170510240901
MNA,2018,4.36615064471282,29.60441133977,31.9043527983713,1490670888640.86,1490670.88864086,1.81527519131619
MNA,2019,2.47857885221637,26.4695697345405,31.8124503306006,1480176106051.1,1480176.1060511002,0.905110665668957
MNA,2020,1.7774078380617,19.7865638058279,27.9666009029079,1328872852321.83,1328872.85232183,-3.22041769145842
MNA,2021,5.21404940513043,24.8685194475676,28.2831004389223,1552753180082.25,1552753.18008225,4.33306389069034
MNA,2022,6.65704202759067,30.8712368445508,30.6669264621118,1741921040109.65,1741921.04010965,4.10601453287201
MNA,2023,6.09114152504141,31.3195235708439,31.8753102255859,1671174615296.29,1671174.61529629,3.15107695991034
MNE,1960,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1961,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1962,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1963,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1964,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1965,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1966,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1967,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1968,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1969,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1970,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1971,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1972,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1973,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1974,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1975,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1976,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1977,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1978,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1979,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1980,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1981,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1982,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1983,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1984,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1985,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1986,0.0,0.0,0.0,0.0,0.0,0.0
MNE,1987,0.0,0.0,0.0,0.0,0.0,0.0
